,PERSON_ID,DISPLAY_LAST_COMMA_FIRST,DISPLAY_FIRST_LAST,ROSTERSTATUS,FROM_YEAR,TO_YEAR,PLAYERCODE,PLAYER_SLUG,TEAM_ID,TEAM_CITY,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CODE,TEAM_SLUG,GAMES_PLAYED_FLAG,OTHERLEAGUE_EXPERIENCE_CH
"409,1629067,""Bonga, Isaac"",Isaac Bonga,0,2018,2021,isaac_bonga,isaac_bonga,0,,,,,,Y,01"
"412,2588,""Bonner, Matt"",Matt Bonner,0,2004,2015,matt_bonner,matt_bonner,0,,,,,,Y,00"
"413,1626164,""Booker, Devin"",Devin Booker,1,2015,2023,devin_booker,devin_booker,1610612756,Phoenix,Suns,PHX,suns,suns,Y,00"
"415,202344,""Booker, Trevor"",Trevor Booker,0,2010,2017,trevor_booker,trevor_booker,0,,,,,,Y,00"
"416,200767,""Boone, Josh"",Josh Boone,0,2006,2009,josh_boone,josh_boone,0,,,,,,Y,01"
"418,1916,""Booth, Calvin"",Calvin Booth,0,1999,2008,calvin_booth,calvin_booth,0,,,,,,Y,00"
"421,2430,""Boozer, Carlos"",Carlos Boozer,0,2002,2014,carlos_boozer,carlos_boozer,0,,,,,,Y,00"
"422,2414,""Borchardt, Curtis"",Curtis Borchardt,0,2002,2004,curtis_borchardt,curtis_borchardt,0,,,,,,Y,00"
"427,2547,""Bosh, Chris"",Chris Bosh,0,2003,2016,chris_bosh,chris_bosh,0,,,,,,Y,00"
"430,1630527,""Boston Jr., Brandon"",Brandon Boston Jr.,1,2021,2023,brandon_boston_jr,brandon_boston_jr,1610612746,LA,Clippers,LAC,clippers,clippers,Y,11"
"432,1628449,""Boucher, Chris"",Chris Boucher,1,2017,2023,chris_boucher,chris_boucher,1610612761,Toronto,Raptors,TOR,raptors,raptors,Y,01"
"433,1630547,""Bouknight, James"",James Bouknight,1,2021,2023,james_bouknight,james_bouknight,1610612766,Charlotte,Hornets,CHA,hornets,hornets,Y,01"
"435,1631123,""Bouyea, Jamaree"",Jamaree Bouyea,0,2022,2023,jamaree_bouyea,jamaree_bouyea,0,,,,,,Y,11"
"438,1477,""Bowen, Bruce"",Bruce Bowen,0,1996,2008,bruce_bowen,bruce_bowen,0,,,,,,Y,00"
"439,1763,""Bowen, Ryan"",Ryan Bowen,0,1999,2009,ryan_bowen,ryan_bowen,0,,,,,,Y,00"
"440,1628968,""Bowen II, Brian"",Brian Bowen II,0,2019,2020,brian_bowen_ii,brian_bowen_ii,0,,,,,,Y,11"
"444,1629065,""Bowman, Ky"",Ky Bowman,0,2019,2019,ky_bowman,ky_bowman,0,,,,,,Y,01"
"450,1863,""Boykins, Earl"",Earl Boykins,0,1998,2011,earl_boykins,earl_boykins,0,,,,,,Y,00"
"453,200841,""Bozeman, Cedric"",Cedric Bozeman,0,2006,2006,cedric_bozeman,cedric_bozeman,0,,,,,,Y,01"
"455,202342,""Brackins, Craig"",Craig Brackins,0,2010,2011,craig_brackins,craig_brackins,0,,,,,,Y,01"
"459,202340,""Bradley, Avery"",Avery Bradley,0,2010,2021,avery_bradley,avery_bradley,0,,,,,,Y,01"
"464,2214,""Bradley, Michael"",Michael Bradley,0,2001,2005,michael_bradley,michael_bradley,0,,,,,,Y,00"
"465,762,""Bradley, Shawn"",Shawn Bradley,0,1993,2004,shawn_bradley,shawn_bradley,0,,,,,,Y,00"
"466,1628396,""Bradley, Tony"",Tony Bradley,0,2017,2022,tony_bradley,tony_bradley,0,,,,,,Y,11"
"469,1765,""Braggs, Torraye"",Torraye Braggs,0,2003,2004,torraye_braggs,torraye_braggs,0,,,,,,Y,01"
"472,1882,""Brand, Elton"",Elton Brand,0,1999,2015,elton_brand,elton_brand,0,,,,,,Y,00"
"474,1631103,""Branham, Malaki"",Malaki Branham,1,2022,2023,malaki_branham,malaki_branham,1610612759,San Antonio,Spurs,SAS,spurs,spurs,Y,00"
"478,1629714,""Brantley, Jarrell"",Jarrell Brantley,0,2019,2022,jarrell_brantley,jarrell_brantley,0,,,,,,Y,01"
"482,1631128,""Braun, Christian"",Christian Braun,1,2022,2023,christian_braun,christian_braun,1610612743,Denver,Nuggets,DEN,nuggets,nuggets,Y,00"
"483,1629649,""Brazdeikis, Ignas"",Ignas Brazdeikis,0,2019,2021,ignas_brazdeikis,ignas_brazdeikis,0,,,,,,Y,01"
"489,201147,""Brewer, Corey"",Corey Brewer,0,2007,2019,corey_brewer,corey_brewer,0,,,,,,Y,00"
"490,2249,""Brewer, Jamison"",Jamison Brewer,0,2001,2004,jamison_brewer,jamison_brewer,0,,,,,,Y,01"
"493,200758,""Brewer, Ronnie"",Ronnie Brewer,0,2006,2013,ronnie_brewer,ronnie_brewer,0,,,,,,Y,01"
"494,2056,""Brezec, Primoz"",Primoz Brezec,0,2001,2009,primoz_brezec,primoz_brezec,0,,,,,,Y,00"
"499,1628969,""Bridges, Mikal"",Mikal Bridges,1,2018,2023,mikal_bridges,mikal_bridges,1610612751,Brooklyn,Nets,BKN,nets,nets,Y,00"
"500,1628970,""Bridges, Miles"",Miles Bridges,1,2018,2023,miles_bridges,miles_bridges,1610612766,Charlotte,Hornets,CHA,hornets,hornets,Y,00"
"502,1628578,""Brimah, Amida"",Amida Brimah,0,2020,2020,amida_brimah,amida_brimah,0,,,,,,Y,11"
"504,1628515,""Briscoe, Isaiah"",Isaiah Briscoe,0,2018,2018,isaiah_briscoe,isaiah_briscoe,0,,,,,,Y,01"
"506,1629052,""Brissett, Oshae"",Oshae Brissett,1,2019,2023,oshae_brissett,oshae_brissett,1610612738,Boston,Celtics,BOS,celtics,celtics,Y,01"
"512,201972,""Brockman, Jon"",Jon Brockman,0,2009,2011,jon_brockman,jon_brockman,0,,,,,,Y,00"
"513,1629151,""Broekhoff, Ryan"",Ryan Broekhoff,0,2018,2019,ryan_broekhoff,ryan_broekhoff,0,,,,,,Y,00"
"515,1627763,""Brogdon, Malcolm"",Malcolm Brogdon,1,2016,2023,malcolm_brogdon,malcolm_brogdon,1610612757,Portland,Trail Blazers,POR,blazers,blazers,Y,00"
"518,201166,""Brooks, Aaron"",Aaron Brooks,0,2007,2017,aaron_brooks,aaron_brooks,0,,,,,,Y,01"
"519,1629717,""Brooks, Armoni"",Armoni Brooks,0,2020,2023,armoni_brooks,armoni_brooks,0,,,,,,Y,11"
"520,1628415,""Brooks, Dillon"",Dillon Brooks,1,2017,2023,dillon_brooks,dillon_brooks,1610612745,Houston,Rockets,HOU,rockets,rockets,Y,00"
"522,202705,""Brooks, MarShon"",MarShon Brooks,0,2011,2018,marshon_brooks,marshon_brooks,0,,,,,,Y,01"
"525,2810,""Brown, Andre"",Andre Brown,0,2006,2008,andre_brown,andre_brown,0,,,,,,Y,01"
"526,1626148,""Brown, Anthony"",Anthony Brown,0,2015,2017,anthony_brown,anthony_brown,0,,,,,,Y,01"
"528,201628,""Brown, Bobby"",Bobby Brown,0,2008,2017,bobby_brown,bobby_brown,0,,,,,,Y,01"
"529,1628971,""Brown, Bruce"",Bruce Brown,1,2018,2023,bruce_brown,bruce_brown,1610612761,Toronto,Raptors,TOR,raptors,raptors,Y,01"
"531,2245,""Brown, Damone"",Damone Brown,0,2001,2004,damone_brown,damone_brown,0,,,,,,Y,01"
"534,200793,""Brown, Dee"",Dee Brown,0,2006,2008,dee_brown,dee_brown,0,,,,,,Y,00"
"535,201974,""Brown, Derrick"",Derrick Brown,0,2009,2011,derrick_brown,derrick_brown,0,,,,,,Y,00"
"536,2484,""Brown, Devin"",Devin Brown,0,2002,2009,devin_brown,devin_brown,0,,,,,,Y,01"
"542,203913,""Brown, Jabari"",Jabari Brown,0,2014,2014,jabari_brown,jabari_brown,0,,,,,,Y,01"
"543,1627759,""Brown, Jaylen"",Jaylen Brown,1,2016,2023,jaylen_brown,jaylen_brown,1610612738,Boston,Celtics,BOS,celtics,celtics,Y,00"
"545,2208,""Brown, Kedrick"",Kedrick Brown,0,2001,2004,kedrick_brown,kedrick_brown,0,,,,,,Y,01"
"546,1631112,""Brown, Kendall"",Kendall Brown,1,2022,2023,kendall_brown,kendall_brown,1610612754,Indiana,Pacers,IND,pacers,pacers,Y,11"
"547,1641738,""Brown, Kobe"",Kobe Brown,1,2023,2023,kobe_brown,kobe_brown,1610612746,LA,Clippers,LAC,clippers,clippers,Y,11"
"548,2198,""Brown, Kwame"",Kwame Brown,0,2001,2012,kwame_brown,kwame_brown,0,,,,,,Y,00"
"551,203485,""Brown, Lorenzo"",Lorenzo Brown,0,2013,2018,lorenzo_brown,lorenzo_brown,0,,,,,,Y,01"
"553,203900,""Brown, Markel"",Markel Brown,0,2014,2017,markel_brown,markel_brown,0,,,,,,Y,01"
"555,1629650,""Brown, Moses"",Moses Brown,1,2019,2023,moses_brown,moses_brown,1610612757,Portland,Trail Blazers,POR,blazers,blazers,Y,01"
"557,136,""Brown, P.J."",P.J. Brown,0,1993,2007,p.j._brown,pj_brown,0,,,,,,Y,00"
"562,200769,""Brown, Shannon"",Shannon Brown,0,2006,2014,shannon_brown,shannon_brown,0,,,,,,Y,01"
"564,1628425,""Brown, Sterling"",Sterling Brown,0,2017,2022,sterling_brown,sterling_brown,0,,,,,,Y,01"
"565,2357,""Brown, Tierre"",Tierre Brown,0,2001,2004,tierre_brown,tierre_brown,0,,,,,,Y,01"
"567,1630535,""Brown III, Greg"",Greg Brown III,1,2021,2023,greg_brown_iii,greg_brown_iii,1610612742,Dallas,Mavericks,DAL,mavericks,mavericks,Y,11"
"568,1629718,""Brown Jr., Charlie"",Charlie Brown Jr.,1,2019,2023,charles_brown,charlie_brown_jr,1610612752,New York,Knicks,NYK,knicks,knicks,Y,11"
"569,1630602,""Brown Jr., Chaundee"",Chaundee Brown Jr.,0,2021,2021,chaundee_brown,chaundee_brown_jr,0,,,,,,Y,01"
"570,1628972,""Brown Jr., Troy"",Troy Brown Jr.,1,2018,2023,troy_brown_jr,troy_brown_jr,1610612750,Minnesota,Timberwolves,MIN,timberwolves,timberwolves,Y,01"
"573,1628973,""Brunson, Jalen"",Jalen Brunson,1,2018,2023,jalen_brunson,jalen_brunson,1610612752,New York,Knicks,NYK,knicks,knicks,Y,00"
"574,1594,""Brunson, Rick"",Rick Brunson,0,1997,2005,rick_brunson,rick_brunson,0,,,,,,Y,00"
"575,1627852,""Brussino, Nicolas"",Nicolas Brussino,0,2016,2017,nicolas_brussino,nicolas_brussino,0,,,,,,Y,01"
"576,1629091,""Bryant, Elijah"",Elijah Bryant,0,2020,2020,elijah_bryant,elijah_bryant,0,,,,,,Y,00"
"579,977,""Bryant, Kobe"",Kobe Bryant,0,1996,2015,kobe_bryant,kobe_bryant,0,,,,,,Y,00"
"581,1628418,""Bryant, Thomas"",Thomas Bryant,1,2017,2023,thomas_bryant,thomas_bryant,1610612748,Miami,Heat,MIA,heat,heat,Y,01"
"584,1629783,""Buchanan, Shaq"",Shaq Buchanan,0,2021,2021,shaq_buchanan,shaq_buchanan,0,,,,,,Y,01"
"588,1761,""Buckner, Greg"",Greg Buckner,0,1999,2008,greg_buckner,greg_buckner,0,,,,,,Y,00"
"591,201978,""Budinger, Chase"",Chase Budinger,0,2009,2015,chase_budinger,chase_budinger,0,,,,,,Y,00"
"594,1641723,""Bufkin, Kobe"",Kobe Bufkin,1,2023,2023,kobe_bufkin,kobe_bufkin,1610612737,Atlanta,Hawks,ATL,hawks,hawks,Y,11"
"595,1934,""Buford, Rodney"",Rodney Buford,0,1999,2004,rodney_buford,rodney_buford,0,,,,,,Y,00"
"597,203493,""Bullock Jr., Reggie"",Reggie Bullock Jr.,1,2013,2023,reggie_bullock,reggie_bullock_jr,1610612745,Houston,Rockets,HOU,rockets,rockets,Y,01"
"602,2469,""Burke, Pat"",Pat Burke,0,2002,2006,pat_burke,pat_burke,0,,,,,,Y,00"
"603,203504,""Burke, Trey"",Trey Burke,0,2013,2021,trey_burke,trey_burke,0,,,,,,Y,01"
"605,202692,""Burks, Alec"",Alec Burks,1,2011,2023,alec_burks,alec_burks,1610612765,Detroit,Pistons,DET,pistons,pistons,Y,01"
"606,2766,""Burks, Antonio"",Antonio Burks,0,2004,2005,antonio_burks,antonio_burks,0,,,,,,Y,00"
"607,101207,""Burleson, Kevin"",Kevin Burleson,0,2005,2005,kevin_burleson,kevin_burleson,0,,,,,,Y,01"
"617,1629126,""Burton, Deonte"",Deonte Burton,0,2018,2022,deonte_burton,deonte_burton,0,,,,,,Y,11"
"622,202221,""Butch, Brian"",Brian Butch,0,2009,2009,brian_butch,brian_butch,0,,,,,,Y,01"
"625,2406,""Butler, Caron"",Caron Butler,0,2002,2015,caron_butler,caron_butler,0,,,,,,Y,00"
"626,202364,""Butler, Da'Sean"",Da'Sean Butler,0,2010,2010,da'sean_butler,dasean_butler,0,,,,,,N,01"
"628,2866,""Butler, Jackie"",Jackie Butler,0,2004,2006,jackie_butler,jackie_butler,0,,,,,,Y,00"
"629,1630215,""Butler, Jared"",Jared Butler,1,2021,2023,jared_butler,jared_butler,1610612764,Washington,Wizards,WAS,wizards,wizards,Y,11"
"630,202710,""Butler, Jimmy"",Jimmy Butler,1,2011,2023,jimmy_butler,jimmy_butler,1610612748,Miami,Heat,MIA,heat,heat,Y,00"
"632,2446,""Butler, Rasual"",Rasual Butler,0,2002,2015,rasual_butler,rasual_butler,0,,,,,,Y,01"
"633,1631219,""Butler Jr., John"",John Butler Jr.,0,2022,2022,john_butler_jr,john_butler_jr,0,,,,,,Y,11"
"634,202779,""Buycks, Dwight"",Dwight Buycks,0,2013,2017,dwight_buycks,dwight_buycks,0,,,,,,Y,01"
"635,201182,""Byars, Derrick"",Derrick Byars,0,2011,2011,derrick_byars,derrick_byars,0,,,,,,Y,01"
"636,101115,""Bynum, Andrew"",Andrew Bynum,0,2005,2013,andrew_bynum,andrew_bynum,0,,,,,,Y,00"
"637,101198,""Bynum, Will"",Will Bynum,0,2005,2014,will_bynum,will_bynum,0,,,,,,Y,01"
"641,2560,""Cabarkapa, Zarko"",Zarko Cabarkapa,0,2003,2006,zarko_cabarkapa,zarko_cabarkapa,0,,,,,,Y,00"
"643,203998,""Caboclo, Bruno"",Bruno Caboclo,0,2014,2020,bruno_caboclo,bruno_caboclo,0,,,,,,Y,01"
"644,1629719,""Cacok, Devontae"",Devontae Cacok,0,2019,2021,davontae_cacok,devontae_cacok,0,,,,,,Y,01"
"647,1631288,""Cain, Jamal"",Jamal Cain,1,2022,2023,jamal_cain,jamal_cain,1610612748,Miami,Heat,MIA,heat,heat,Y,11"
"649,201979,""Calathes, Nick"",Nick Calathes,0,2013,2014,nick_calathes,nick_calathes,0,,,,,,Y,00"
"650,101181,""Calderon, Jose"",Jose Calderon,0,2005,2018,jose_calderon,jose_calderon,0,,,,,,Y,00"
"654,203484,""Caldwell-Pope, Kentavious"",Kentavious Caldwell-Pope,1,2013,2023,kentavious_caldwell-pope,kentavious_caldwell-pope,1610612743,Denver,Nuggets,DEN,nuggets,nuggets,Y,00"
"662,1641739,""Camara, Toumani"",Toumani Camara,1,2023,2023,toumani_camara,toumani_camara,1610612757,Portland,Trail Blazers,POR,blazers,blazers,Y,00"
"664,948,""Camby, Marcus"",Marcus Camby,0,1996,2012,marcus_camby,marcus_camby,0,,,,,,Y,00"
"665,1630267,""Campazzo, Facundo"",Facundo Campazzo,0,2020,2022,facundo_campazzo,facundo_campazzo,0,,,,,,Y,00"
"666,922,""Campbell, Elden"",Elden Campbell,0,1990,2004,elden_campbell,elden_campbell,0,,,,,,Y,00"
"668,203477,""Canaan, Isaiah"",Isaiah Canaan,0,2013,2018,isaiah_canaan,isaiah_canaan,0,,,,,,Y,01"
"669,1628427,""Cancar, Vlatko"",Vlatko Cancar,1,2019,2023,vlatko_cancar,vlatko_cancar,1610612743,Denver,Nuggets,DEN,nuggets,nuggets,Y,01"
"670,1629962,""Cannady, Devin"",Devin Cannady,0,2020,2021,devin_cannady,devin_cannady,0,,,,,,Y,11"
"672,203991,""Capela, Clint"",Clint Capela,1,2014,2023,clint_capela,clint_capela,1610612737,Atlanta,Hawks,ATL,hawks,hawks,Y,01"
"673,202382,""Caracter, Derrick"",Derrick Caracter,0,2010,2010,derrick_caracter,derrick_caracter,0,,,,,,Y,01"
"674,2073,""Cardinal, Brian"",Brian Cardinal,0,2000,2011,brian_cardinal,brian_cardinal,0,,,,,,Y,00"
"675,1630176,""Carey Jr., Vernon"",Vernon Carey Jr.,0,2020,2022,vernon_carey_jr,vernon_carey_jr,0,,,,,,Y,01"
"678,2367,""Carlisle, Geno"",Geno Carlisle,0,2004,2004,geno_carlisle,geno_carlisle,0,,,,,,Y,01"
"683,200760,""Carney, Rodney"",Rodney Carney,0,2006,2010,rodney_carney,rodney_carney,0,,,,,,Y,01"
"692,201960,""Carroll, DeMarre"",DeMarre Carroll,0,2009,2019,demarre_carroll,demarre_carroll,0,,,,,,Y,01"
"694,2679,""Carroll, Matt"",Matt Carroll,0,2003,2012,matt_carroll,matt_carroll,0,,,,,,Y,00"
"696,1853,""Carter, Anthony"",Anthony Carter,0,1999,2011,anthony_carter,anthony_carter,0,,,,,,Y,00"
"702,1628975,""Carter, Jevon"",Jevon Carter,1,2018,2023,jevon_carter,jevon_carter,1610612741,Chicago,Bulls,CHI,bulls,bulls,Y,01"
"706,1713,""Carter, Vince"",Vince Carter,0,1998,2019,vince_carter,vince_carter,0,,,,,,Y,00"
"707,1628976,""Carter Jr., Wendell"",Wendell Carter Jr.,1,2018,2023,wendell_carter_jr,wendell_carter_jr,1610612753,Orlando,Magic,ORL,magic,magic,Y,00"
"708,203487,""Carter-Williams, Michael"",Michael Carter-Williams,0,2013,2022,michael_carter-williams,michael_carter-williams,0,,,,,,Y,00"
"711,1627936,""Caruso, Alex"",Alex Caruso,1,2017,2023,alex_caruso,alex_caruso,1610612741,Chicago,Bulls,CHI,bulls,bulls,Y,01"
"713,208,""Cassell, Sam"",Sam Cassell,0,1993,2007,sam_cassell,sam_cassell,0,,,,,,Y,00"
"714,201956,""Casspi, Omri"",Omri Casspi,0,2009,2018,omri_casspi,omri_casspi,0,,,,,,Y,00"
"715,1630658,""Castleton, Colin"",Colin Castleton,1,2023,2023,colin_castleton,colin_castleton,1610612747,Los Angeles,Lakers,LAL,lakers,lakers,Y,11"
"719,1509,""Cato, Kelvin"",Kelvin Cato,0,1997,2006,kelvin_cato,kelvin_cato,0,,,,,,Y,00"
"721,1626161,""Cauley-Stein, Willie"",Willie Cauley-Stein,0,2015,2022,willie_cauley-stein,willie_cauley-stein,0,,,,,,Y,01"
"722,1628505,""Caupain, Troy"",Troy Caupain,0,2018,2018,troy_caupain,troy_caupain,0,,,,,,Y,01"
"724,1628463,""Cavanaugh, Tyler"",Tyler Cavanaugh,0,2017,2018,tyler_cavanaugh,tyler_cavanaugh,0,,,,,,Y,01"
"726,1629958,""Caver, Ahmad"",Ahmad Caver,0,2021,2021,ahmad_caver,ahmad_caver,0,,,,,,Y,01"
"727,1630608,""Cazalon, Malcolm"",Malcolm Cazalon,1,2023,2023,malcolm_cazalon,malcolm_cazalon,1610612765,Detroit,Pistons,DET,pistons,pistons,Y,11"
"731,2763,""Chalmers, Lionel"",Lionel Chalmers,0,2004,2004,lionel_chalmers,lionel_chalmers,0,,,,,,Y,00"
"732,201596,""Chalmers, Mario"",Mario Chalmers,0,2008,2017,mario_chalmers,mario_chalmers,0,,,,,,Y,01"
"737,1630577,""Champagnie, Julian"",Julian Champagnie,1,2022,2023,julian_champagnie,julian_champagnie,1610612759,San Antonio,Spurs,SAS,spurs,spurs,Y,01"
"738,1630551,""Champagnie, Justin"",Justin Champagnie,0,2021,2022,justin_champagnie,justin_champagnie,0,,,,,,Y,11"
"740,1631113,""Chandler, Kennedy"",Kennedy Chandler,0,2022,2022,kennedy_chandler,kennedy_chandler,0,,,,,,Y,11"
"741,2199,""Chandler, Tyson"",Tyson Chandler,0,2001,2019,tyson_chandler,tyson_chandler,0,,,,,,Y,00"
"742,201163,""Chandler, Wilson"",Wilson Chandler,0,2007,2019,wilson_chandler,wilson_chandler,0,,,,,,Y,00"
"749,1629147,""Chealey, Joe"",Joe Chealey,0,2018,2019,joe_chealey,joe_chealey,0,,,,,,Y,01"
"750,384,""Cheaney, Calbert"",Calbert Cheaney,0,1993,2005,calbert_cheaney,calbert_cheaney,0,,,,,,Y,00"
"751,1629597,""Cheatham, Zylan"",Zylan Cheatham,0,2019,2021,zylan_cheatham,zylan_cheatham,0,,,,,,Y,01"
"754,203805,""Cherry, Will"",Will Cherry,0,2014,2014,will_cherry,will_cherry,0,,,,,,Y,01"
"757,2735,""Childress, Josh"",Josh Childress,0,2004,2013,josh_childress,josh_childress,0,,,,,,Y,01"
"760,1629185,""Chiozza, Chris"",Chris Chiozza,0,2018,2021,chris_chiozza,chris_chiozza,0,,,,,,Y,01"
"763,1627737,""Chriss, Marquese"",Marquese Chriss,0,2016,2021,marquese_chriss,marquese_chriss,0,,,,,,Y,11"
"767,57,""Christie, Doug"",Doug Christie,0,1992,2006,doug_christie,doug_christie,0,,,,,,Y,00"
"768,1631108,""Christie, Max"",Max Christie,1,2022,2023,max_christie,max_christie,1610612747,Los Angeles,Lakers,LAL,lakers,lakers,Y,01"
"769,202091,""Christmas, Dionte"",Dionte Christmas,0,2013,2013,dionte_christmas,dionte_christmas,0,,,,,,Y,01"
"770,1626176,""Christmas, Rakeem"",Rakeem Christmas,0,2015,2016,rakeem_christmas,rakeem_christmas,0,,,,,,Y,01"
"771,203902,""Christon, Semaj"",Semaj Christon,0,2016,2016,semaj_christon,semaj_christon,0,,,,,,Y,01"
"772,1630528,""Christopher, Josh"",Josh Christopher,0,2021,2022,josh_christopher,josh_christopher,0,,,,,,Y,11"
"773,203565,""Christopher, Patrick"",Patrick Christopher,0,2014,2014,patrick_christopher,patrick_christopher,0,,,,,,Y,01"
"775,1631321,""Cissoko, Sidy"",Sidy Cissoko,1,2023,2023,sidy_cissoko,sidy_cissoko,1610612759,San Antonio,Spurs,SAS,spurs,spurs,Y,11"
"778,201947,""Clark, Earl"",Earl Clark,0,2009,2014,earl_clark,earl_clark,0,,,,,,Y,01"
"779,1629109,""Clark, Gary"",Gary Clark,0,2018,2021,gary_clark,gary_clark,0,,,,,,Y,01"
"780,203546,""Clark, Ian"",Ian Clark,0,2013,2018,ian_clark,ian_clark,0,,,,,,Y,01"
"781,1641740,""Clark, Jaylen"",Jaylen Clark,1,2023,2023,jaylen_clark,jaylen_clark,1610612750,Minnesota,Timberwolves,MIN,timberwolves,timberwolves,N,00"
"783,1629634,""Clarke, Brandon"",Brandon Clarke,1,2019,2023,brandon_clarke,brandon_clarke,1610612763,Memphis,Grizzlies,MEM,grizzlies,grizzlies,Y,00"
"784,1626262,""Clarke, Coty"",Coty Clarke,0,2015,2015,coty_clarke,coty_clarke,0,,,,,,Y,01"
"785,203903,""Clarkson, Jordan"",Jordan Clarkson,1,2014,2023,jordan_clarkson,jordan_clarkson,1610612762,Utah,Jazz,UTA,jazz,jazz,Y,01"
"786,1628492,""Clavell, Gian"",Gian Clavell,0,2017,2017,gian_clavell,gian_clavell,0,,,,,,Y,01"
"787,201964,""Claver, Victor"",Victor Claver,0,2012,2014,victor_claver,victor_claver,0,,,,,,Y,01"
"789,1629651,""Claxton, Nic"",Nic Claxton,1,2019,2023,nicolas_claxton,nic_claxton,1610612751,Brooklyn,Nets,BKN,nets,nets,Y,01"
"790,2049,""Claxton, Speedy"",Speedy Claxton,0,2001,2008,speedy_claxton,speedy_claxton,0,,,,,,Y,00"
"792,2043,""Cleaves, Mateen"",Mateen Cleaves,0,2000,2005,mateen_cleaves,mateen_cleaves,0,,,,,,Y,01"
"794,1629598,""Clemons, Chris"",Chris Clemons,0,2019,2019,chris_clemons,chris_clemons,0,,,,,,Y,11"
"795,1628499,""Cleveland, Antonius"",Antonius Cleveland,0,2017,2019,antonius_cleveland,antonius_cleveland,0,,,,,,Y,01"
"799,1641730,""Clowney, Noah"",Noah Clowney,1,2023,2023,noah_clowney,noah_clowney,1610612751,Brooklyn,Nets,BKN,nets,nets,Y,11"
"803,1629599,""Coffey, Amir"",Amir Coffey,1,2019,2023,amir_coffey,amir_coffey,1610612746,LA,Clippers,LAC,clippers,clippers,Y,01"
"807,202708,""Cole, Norris"",Norris Cole,0,2011,2016,norris_cole,norris_cole,0,,,,,,Y,11"
"809,934,""Coleman, Derrick"",Derrick Coleman,0,1990,2004,derrick_coleman,derrick_coleman,0,,,,,,Y,00"
"814,2044,""Collier, Jason"",Jason Collier,0,2000,2004,jason_collier,jason_collier,0,,,,,,Y,00"
"819,2260,""Collins, Jarron"",Jarron Collins,0,2001,2010,jarron_collins,jarron_collins,0,,,,,,Y,00"
"820,2215,""Collins, Jason"",Jason Collins,0,2001,2013,jason_collins,jason_collins,0,,,,,,Y,00"
"822,1628381,""Collins, John"",John Collins,1,2017,2023,john_collins,john_collins,1610612762,Utah,Jazz,UTA,jazz,jazz,Y,00"
"823,200776,""Collins, Mardy"",Mardy Collins,0,2006,2009,mardy_collins,mardy_collins,0,,,,,,Y,01"
"824,202395,""Collins, Sherron"",Sherron Collins,0,2010,2010,sherron_collins,sherron_collins,0,,,,,,Y,01"
"825,1628380,""Collins, Zach"",Zach Collins,1,2017,2023,zach_collins,zach_collins,1610612759,San Antonio,Spurs,SAS,spurs,spurs,Y,01"
"826,1627858,""Collinsworth, Kyle"",Kyle Collinsworth,0,2017,2017,kyle_collinsworth,kyle_collinsworth,0,,,,,,Y,01"
"827,201954,""Collison, Darren"",Darren Collison,0,2009,2021,darren_collison,darren_collison,0,,,,,,Y,01"
"828,2555,""Collison, Nick"",Nick Collison,0,2003,2017,nick_collison,nick_collison,0,,,,,,Y,00"
"830,1629045,""Colson, Bonzie"",Bonzie Colson,0,2018,2018,bonzie_colson,bonzie_colson,0,,,,,,Y,01"
"833,1628435,""Comanche, Chance"",Chance Comanche,0,2022,2022,chance_comanche,chance_comanche,0,,,,,,Y,01"
"838,201144,""Conley, Mike"",Mike Conley,1,2007,2023,mike_conley,mike_conley,1610612750,Minnesota,Timberwolves,MIN,timberwolves,timberwolves,Y,00"
"841,1626192,""Connaughton, Pat"",Pat Connaughton,1,2015,2023,pat_connaughton,pat_connaughton,1610612749,Milwaukee,Bucks,MIL,bucks,bucks,Y,00"
"844,101215,""Conroy, Will"",Will Conroy,0,2006,2012,will_conroy,will_conroy,0,,,,,,Y,01"
"848,2567,""Cook, Brian"",Brian Cook,0,2003,2011,brian_cook,brian_cook,0,,,,,,Y,00"
"849,201161,""Cook, Daequan"",Daequan Cook,0,2007,2012,daequan_cook,daequan_cook,0,,,,,,Y,01"
"853,2241,""Cook, Omar"",Omar Cook,0,2001,2004,omar_cook,omar_cook,0,,,,,,Y,00"
"854,1626188,""Cook, Quinn"",Quinn Cook,0,2016,2020,quinn_cook,quinn_cook,0,,,,,,Y,01"
"855,1629076,""Cook, Tyler"",Tyler Cook,0,2019,2021,tyler_cook,tyler_cook,0,,,,,,Y,01"
"856,1628429,""Cooke, Charles"",Charles Cooke,0,2017,2017,charles_cooke,charles_cooke,0,,,,,,Y,01"
"859,1641645,""Cooks, Xavier"",Xavier Cooks,0,2022,2022,xavier_cooks,xavier_cooks,0,,,,,,Y,00"
"860,204022,""Cooley, Jack"",Jack Cooley,0,2014,2017,jack_cooley,jack_cooley,0,,,,,,Y,01"
"865,1630536,""Cooper, Sharife"",Sharife Cooper,0,2021,2021,sharife_cooper,sharife_cooper,0,,,,,,Y,11"
"868,203142,""Copeland, Chris"",Chris Copeland,0,2012,2015,chris_copeland,chris_copeland,0,,,,,,Y,00"
"875,1627822,""Cornelie, Petr"",Petr Cornelie,0,2021,2021,petr_cornelie,petr_cornelie,0,,,,,,Y,01"
